ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,ENGLISH ADDRESS,中文地址,LONGITUDE,經度,LATITUDE,緯度,EASTING,坐標東,NORTHING,坐標北,SCHOOL NO.,SCHOOL NO.,STUDENTS GENDER,就讀學生性別,SESSION,學校授課時間,DISTRICT,分區,FINANCE TYPE,資助種類,SCHOOL LEVEL,學校類型,OPENING HOURS,開放時間,TELEPHONE,聯絡電話,FAX NUMBER,傳真號碼,EMAIL ADDRESS,電郵地址,WEBSITE,網頁,RELIGION,宗教,
Kindergartens,幼稚園,THE HARBOUR SCHOOL(WHOLE DAY),港灣學校(全日),"2/F., KENNEDY TOWN CENTRE, 23 BELCHER'S STREET & 1/F., TREASURE COURT, 28 BELCHER'S STREET, KENNEDY TOWN, HONG KONG",香港堅尼地城卑路乍街23號堅城中心2樓及卑路乍街28號金寶閣1樓,114-7-50,114-7-50,22-17-3,22-17-3,831491.6,831491.6,816134.4,816134.4,570370000213,570370000213,CO-ED,男女,WHOLE DAY,全日,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,28165222,28165222,28165229,28165229,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,TSUEN WAN BAPTIST CHURCH KINDERGARTEN(P.M.),荃灣浸信會幼稚園(下午),G/F & 1/F 99 CASTLE PEAK ROAD TSUEN WAN NEW TERRITORIES (T W T L 284),新界荃灣青山道99號地下及2樓(荃灣市地段284號),114-7-12,114-7-12,22-22-13,22-22-13,830422.4,830422.4,825686.1,825686.1,158496000112,158496000112,CO-ED,男女,P.M.,下午,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24133819,24133819,24190808,24190808,,,http://www.tsuenwanbckg.edu.hk,http://www.tsuenwanbckg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,YORK INTERNATIONAL KINDERGARTEN(P.M.),約克國際幼稚園(下午),"G/F., NO.2 ESSEX CRESCENT, KOWLOON TONG, KOWLOON",九龍九龍塘雅息士道2號地下,114-10-41,114-10-41,22-19-44,22-19-44,836383.6,836383.6,821081.7,821081.7,581852000312,581852000312,CO-ED,男女,P.M.,下午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,,,
Kindergartens,幼稚園,DIAMOND HILL BAPT CH BRIGHT BLOSSOMS KG(P.M.),鑽石山浸信會美欣幼稚園(下午),104-105 & 109-116 G/F. WONG SHEK HOUSE PING SHEK ESTATE KOWLOON,九龍坪石邨黃石樓地下104一105及109一116室,114-12-33,114-12-33,22-19-56,22-19-56,839585.9,839585.9,821472,821472,322580000112,322580000112,CO-ED,男女,P.M.,下午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23238731,23238731,23536953,23536953,,,http://www.dhbcbbkg.org,http://www.dhbcbbkg.org,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,CARITAS LING YUET SIN KINDERGARTEN (A.M.),明愛凌月仙幼稚園(上午),G/F-2/F 54 POKFULAM ROAD HONG KONG,香港薄扶林道54號地下至2樓,114-8-23,114-8-23,22-17-6,22-17-6,832435.4,832435.4,816239.2,816239.2,322270000111,322270000111,CO-ED,男女,A.M.,上午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25178785,25178785,28576503,28576503,,,http://lyskg.caritas.org.hk,http://lyskg.caritas.org.hk,CATHOLICISM,天主教,
Kindergartens,幼稚園,KOWLOON CITY BAPTIST CHURCH TSZ OI KG(WHOLE DAY),九龍城浸信會慈愛幼稚園(全日),LG/F CHING TAK HOUSE TSZ CHING ESTATE TSZ WAN SHAN KOWLOON,九龍慈雲山慈正邨正德樓LG樓,114-12-0,114-12-0,22-21-5,22-21-5,838658.5,838658.5,823571.7,823571.7,325910000113,325910000113,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23276311,23276311,23510070,23510070,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,AMERICAN INTERNATIONAL SCHOOL(WHOLE DAY),美國國際學校(全日),117 119 121 123 125 & 129 WATERLOO ROAD KOWLOON TONG KOWLOON,九龍九龍塘窩打老道117119121123125及129號,114-10-43,114-10-43,22-19-53,22-19-53,836432.5,836432.5,821374.4,821374.4,287695000213,287695000213,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23045077,23045077,23365276,23365276,,,http://www.ais.edu.hk/,http://www.ais.edu.hk/,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,ST TERESA'S KINDERGARTEN (A.M.),聖德蘭幼稚園(上午),1 TUNG TAU WAN ROAD STANLEY HONG KONG,香港赤柱東頭灣道1號,114-12-50,114-12-50,22-13-6,22-13-6,840072.5,840072.5,808854.4,808854.4,313637000111,313637000111,CO-ED,男女,A.M.,上午,SOUTHERN,南區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,28138567,28138567,28990272,28990272,,,,,CATHOLICISM,天主教,
Kindergartens,幼稚園,KOWLOON CANNAN ANGLO-CHINESE KG (A.M.),九龍迦南中英文幼稚園(上午),G/F 28B GRAMPIAN ROAD KOWLOON TONG KOWLOON,九龍九龍塘嘉林邊道28號BG樓,114-11-13,114-11-13,22-19-50,22-19-50,837297.8,837297.8,821284.7,821284.7,324930000111,324930000111,CO-ED,男女,A.M.,上午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23362096,23362096,23390330,23390330,,,http://www.cannan.edu.hk,http://www.cannan.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,CATILINE KINDERGARTEN (FANLING) (A.M.),嘉德麗幼稚園(粉嶺)(上午),PHASE 1 FANLING CENTRE PODIUM G/F F.L.T.L. 5317 D.D. 51 FANLING NEW TERRITORIES,新界粉嶺粉嶺中心第一期商場地下,114-8-32,114-8-32,22-29-25,22-29-25,832715,832715,838955.8,838955.8,231738000111,231738000111,CO-ED,男女,A.M.,上午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26824600,26824600,26830687,26830687,,,http://www.catiline.edu.hk,http://www.catiline.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,ABC PATHWAYS INTERNATIONAL KINDERGARTEN (WHAMPOA GARDEN) (A.M.),ABC PATHWAYS INTERNATIONAL KINDERGARTEN (WHAMPOA GARDEN) (下午),"SHOP NO. G25, G/F., 6 TAK HONG STREET, SITE 11, WHAMPOA GARDEN, HUNG HOM, KOWLOON",九龍紅磡德康街6號黃埔花園第11期地下G25號舖,114-11-22,114-11-22,22-18-19,22-18-19,837574.6,837574.6,818472.6,818472.6,603864000112,603864000112,CO-ED,男女,P.M.,下午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,,,
Kindergartens,幼稚園,CCC CHUEN YUEN KINDERGARTEN (A.M.),中華基督教會全完幼稚園(上午),"UNIT NO 4, PODIUM LEVEL 3 KWAI CHUNG SHOPPING CENTRE KWAI CHUNG ESTATE KWAI CHUNG NEW TERRITORIES",新界葵涌葵涌邨葵涌商場三樓平台4號單位,114-7-37,114-7-37,22-22-3,22-22-3,831113.1,831113.1,825384.3,825384.3,559962000111,559962000111,CO-ED,男女,A.M.,上午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24011899,24011899,22794100,22794100,,,http://cyk.ccc.edu.hk,http://cyk.ccc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,WISE LE SAGE ANGLO-CHINESE KINDERGARTEN,雅然中英文幼稚園,"WHOLE MEZZANINE FLOOR, GALAXY PLAZA, 2 MONG LUNG STREET, SHAU KEI WAN, HONG KONG",香港筲箕灣望隆街2號銀河廣場閣樓全層,114-13-47,114-13-47,22-16-39,22-16-39,841705.5,841705.5,815400.2,815400.2,598275000113,598275000113,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,3998 4088,3998 4088,,,,,,,,,
Kindergartens,幼稚園,SKH CROWN OF THORNS CHURCH KWAI CHUNG KG (WHOLE DAY),聖公會荊冕堂葵涌幼稚園(全日),UNIT 4 G/F CHUN KWAI HOUSE KWAI CHUNG ESTATE KWAI CHUNG NEW TERRITORIES,新界葵涌邨春葵樓地下四號,114-7-50,114-7-50,22-21-59,22-21-59,831501.8,831501.8,825250.9,825250.9,526665000113,526665000113,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24240321,24240321,24813434,24813434,,,http://www.skhthornskg.org,http://www.skhthornskg.org,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,HAMILTON HILL INTERNATIONAL KINDERGARTEN(P.M.),HAMILTON HILL INTERNATIONAL KINDERGARTEN(P.M.),UG/F CHING WAH MANSION 1-3 CHING WAH STREET NORTH POINT HONG KONG,香港北角清華街1-3號清華大廈地下高層,114-11-49,114-11-49,22-17-20,22-17-20,838327,838327,816671,816671,601683000112,601683000112,CO-ED,男女,P.M.,下午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,,,
Kindergartens,幼稚園,YORK MONTESSORI INTL PRE-SCHOOL (YL) (A.M.),YORK MONTESSORI INTL PRE-SCHOOL (YL) (A.M.),"KINDERGARTEN PREMISES, G/F., COMMERCIAL ACCOMMODATION, NO. 18 CASTLE PEAK ROAD TAM MI, KAM TIN, YUEN LONG, NEW TERRITORIES",新界元朗錦田青山公路潭尾段18號峻巒商場地下幼稚園校舍,114-3-6,114-3-6,22-27-5,22-27-5,823374.1,823374.1,834658.7,834658.7,605441000111,605441000111,CO-ED,男女,A.M.,上午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,,,
Kindergartens,幼稚園,TACK CHING KINDERGARTEN (A.M.),德貞幼稚園(上午),154 KIU KIANG STREET & 125 UN CHAU STREET KOWLOON,"九龍九江街154號,元州街125號",114-9-41,114-9-41,22-20-1,22-20-1,834666,834666,821621,821621,325511000111,325511000111,CO-ED,男女,A.M.,上午,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,27293212,27293212,27250626,27250626,,,http://www.tckg.edu.hk,http://www.tckg.edu.hk,CATHOLICISM,天主教,
Kindergartens,幼稚園,HK SKH THE CHURCH OF THE EPIPHANY KG(P.M.),香港聖公會基督顯現堂幼稚園(下午),BROADVIEW GARDEN 1 TSING LUK STREET TSING YI NEW TERRITORIES,新界青衣青綠街1號偉景花園,114-6-15,114-6-15,22-21-24,22-21-24,828766,828766,824164.1,824164.1,159000000112,159000000112,CO-ED,男女,P.M.,下午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24356666,24356666,24356030,24356030,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,HKYWCA ATHENA KINDERGARTEN(P.M.),香港基督教女青年會宏恩幼稚園(下午),"UNIT 1-8, G/F, HAN CHING HOUSE YEE CHING COURT SHAMSHUIPO KOWLOON",九龍深水埗怡靖苑閒靜閣1-8號地下,114-9-33,114-9-33,22-19-56,22-19-56,834429.5,834429.5,821461.2,821461.2,325953000112,325953000112,CO-ED,男女,P.M.,下午,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,27281122,27281122,27281214,27281214,,,http://kga.ywca.org.hk/,http://kga.ywca.org.hk/,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,STFA LEUNG LEE SAU YU (SHATIN) KG(WHOLE DAY),順德聯誼總會梁李秀娛沙田幼稚園(全日),G/F WINGS A & B HIN TAK HOUSE HIN KENG ESTATE SHATIN NEW TERRITORIES,新界沙田顯徑邨顯德樓地下,114-10-26,114-10-26,22-21-56,22-21-56,835964.4,835964.4,825157.5,825157.5,158160000113,158160000113,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26993499,26993499,26963390,26963390,,,http://www.stfa-llsystkg.edu.hk,http://www.stfa-llsystkg.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,GLORIA CREATIVE KINDERGARTEN(P.M.),耀基創藝幼稚園(下午),SHOP NOS. 72 73 75 76 77 & 79 G/F UNION PLAZA NO. 9 WO MUK ROAD FANLING NEW TERRITORIES,新界粉嶺和睦路9號海聯廣場地下72 73 75 76 77及79號舖,114-8-30,114-8-30,22-29-60,22-29-60,832645.1,832645.1,840034.6,840034.6,587869000112,587869000112,CO-ED,男女,P.M.,下午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26697339,26697339,26697229,26697229,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,YMCA OF HK BEACON INTERNATIONAL KG (WHOLE DAY),香港基督教青年會耀信國際幼稚園(全日),PORTION OF L/G YMCA OF HONG KONG BEACON CENTRE-LIFELONG LEARNING INSTITUTE 373 PO ON ROAD KOWLOON,九龍保安道373號港青西九龍耀信發展學習中心低層部份,114-9-21,114-9-21,22-20-25,22-20-25,834088.5,834088.5,822347.8,822347.8,583588000113,583588000113,CO-ED,男女,WHOLE DAY,全日,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,22816089,22816089,27422372,27422372,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,TUTOR TIME INTERNATIONAL KG (MID LEVELS)(P.M.),多多國際幼稚園(半山)(下午),SHOP B G/F BOTANCIAL COURT 5 CAINE ROAD MID-LEVELS HONG KONG,香港半山堅道5號寶林閣地下B號舖,114-9-16,114-9-16,22-16-46,22-16-46,833954.6,833954.6,815622.5,815622.5,593133000112,593133000112,CO-ED,男女,P.M.,下午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25292288,25292288,25075445,25075445,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,LEARNING HABITAT KINDERGARTEN (DOUBLE COVE) (P.M.),學之園幼稚園(迎海) (下午),"1/F., PHASE 3, DOUBLE COVE, 8 WU KAI SHA ROAD, LOK WO SHA, MA ON SHAN, SHATIN, NEW TERRITORIES",新界沙田馬鞍山落禾沙烏溪沙路8號迎海3期1樓,114-14-32,114-14-32,22-25-51,22-25-51,843006.1,843006.1,832376,832376,604291000112,604291000112,CO-ED,男女,P.M.,下午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,contact.de@learninghabitat.org,contact.de@learninghabitat.org,,,,,
Kindergartens,幼稚園,YIU TUNG BAPTIST KINDERGARTEN (A.M.),耀東浸信會幼稚園(上午),"G/F WINGS B & C, YIU FU HOUSE YIU TUNG ESTATE SHAUKIWAN HONG KONG",香港筲箕灣耀東邨耀富樓B翼及C翼地下,114-13-19,114-13-19,22-16-43,22-16-43,840915.1,840915.1,815523.2,815523.2,326011000111,326011000111,CO-ED,男女,A.M.,上午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25358493,25358493,25685920,25685920,,,http://www.yiutung-bapkg.edu.hk,http://www.yiutung-bapkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,SKH ST JOSEPH'S CHURCH KINDERGARTEN (A.M.),聖公會聖約瑟堂幼稚園(上午),83A NG KA TSUEN PAT HEUNG YUEN LONG NEW TERRITORIES,新界元朗八鄉吳家村83A號,114-4-10,114-4-10,22-26-2,22-26-2,825204.6,825204.6,832734,832734,154601000111,154601000111,CO-ED,男女,A.M.,上午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24882813,24882813,24880805,24880805,,,http://www.sjckg.edu.hk,http://www.sjckg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,TSING YI TRADE ASSN TIN SHUI WAI KG(WHOLE DAY),青衣商會天水圍幼稚園(全日),KINDERGARTEN NO 3 AT 3/F ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES,新界天水圍天悅邨服務設施大樓3樓3號幼稚園,114-0-2,114-0-2,22-27-45,22-27-45,818122.4,818122.4,835885.8,835885.8,540560000113,540560000113,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,21499333,21499333,26177099,26177099,,,http://www.tytaedu.org,http://www.tytaedu.org,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,YUEN KONG KINDERGARTEN (A.M.),元岡幼稚園(上午),YUEN KONG VILLAGE KAM SHEUNG ROAD PAT HEUNG YUEN LONG NT (LOT NO DD106),新界元朗八鄉錦上路元岡村(丈量約份第106約地段),114-4-40,114-4-40,22-25-31,22-25-31,826065.8,826065.8,831780.7,831780.7,158321000111,158321000111,CO-ED,男女,A.M.,上午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,34831350,34831350,24833757,24833757,,,http://www.yuenkongkg.edu.hk,http://www.yuenkongkg.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,YUEN LONG LUTHERAN LIFE KINDERGARTEN(P.M.),元朗信義會生命幼稚園(下午),LOTS 3713 & 3714 IN DD 120 ON SHUN STREET YUEN LONG NEW TERRITORIES,新界元朗安信街丈量約分第120號地段第3713及3714號,114-1-26,114-1-26,22-26-43,22-26-43,820508.8,820508.8,834003.5,834003.5,155624000112,155624000112,CO-ED,男女,P.M.,下午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24769363,24769363,24793005,24793005,,,http://www.lifekg.edu.hk,http://www.lifekg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,HO LAP KG (SPONSORED BY SIK SIK YUEN) (A.M.),嗇色園主辦可立幼稚園(上午),"WING B & C,G/F., LOK SHUN HOUSE TSZ LOK ESTATE TSZ WAN SHAN WONG TAI SIN KOWLOON","九龍黃大仙慈雲山慈樂邨樂信樓地下B,C翼",114-11-57,114-11-57,22-20-50,22-20-50,838551.5,838551.5,823122.7,823122.7,523429000111,523429000111,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23248201,23248201,23284693,23284693,,,http://www.siksikyuen.org.hk,http://www.siksikyuen.org.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教,
Kindergartens,幼稚園,FOK LOY ESTATE KAM CHUEN KINDERGARTEN (A.M.),福來邨錦全幼稚園(上午),G/F WING HONG BUILDING FUK LOI ESTATE TSUEN WAN NEW TERRITORIES,新界荃灣福來邨永康樓地下,114-6-48,114-6-48,22-22-28,22-22-28,829720.5,829720.5,826126.2,826126.2,152498000111,152498000111,CO-ED,男女,A.M.,上午,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24905871,24905871,24122575,24122575,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,YORK INTERNATIONAL PRE-SCHOOL (P.M.),YORK INTERNATIONAL PRE-SCHOOL (P.M.),G/F (PORTION) & 1/F 14 STAFFORD ROAD KOWLOON TONG KOWLOON,九龍九龍塘施他佛道14號地下(部份)及1樓,114-10-42,114-10-42,22-19-56,22-19-56,836404.3,836404.3,821474.4,821474.4,578479000112,578479000112,CO-ED,男女,P.M.,下午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23390728,23390728,,,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,ST MONICA'S ANGLO-CHINESE KINDERGARTEN (A.M.),聖文嘉中英文幼稚園(上午),"NO 317-324 & 417-424, TUNG SING HOUSE G/F & 1/F, LEI TUNG ESTATE, PHASE II APLEICHAU HONG KONG",香港鴨脷洲利東邨第2期東昇樓地下及1樓317至324及417至424號,114-9-24,114-9-24,22-14-30,22-14-30,834177.1,834177.1,811421.6,811421.6,215899000111,215899000111,CO-ED,男女,A.M.,上午,SOUTHERN,南區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,28746187,28746187,28746364,28746364,,,http://www.stmonicaskg.edu.hk,http://www.stmonicaskg.edu.hk,CATHOLICISM,天主教,
Kindergartens,幼稚園,LOK SIN TONG CHEUNG YIP MOU CHING KG (A.M.),樂善堂張葉茂清幼稚園(上午),"UNITS 1 - 5 & 11 - 15 (WINGS A & B) G/F, SIU KEUNG HOUSE, SIU KWAI COURT TUEN MUN NEW TERRITORIES",新界屯門兆畦苑兆強閣地下1-5室及11-15室(A及B翼),113-57-57,113-57-57,22-24-20,22-24-20,814538.5,814538.5,829597.8,829597.8,158836000111,158836000111,CO-ED,男女,A.M.,上午,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24636709,24636709,24693815,24693815,,,http://www.lstcymck.edu.hk,http://www.lstcymck.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,CHE LOK KINDERGARTEN(P.M.),智樂幼稚園(下午),SHOP A & B 1/F SIU CHEONG BUILDING 72 NAM CHEONG STREET SHAMSHUIPO KOWLOON,九龍深水埗南昌街72號兆昌大廈1樓A及B舖,114-9-44,114-9-44,22-19-40,22-19-40,834762.8,834762.8,820969.3,820969.3,532550000112,532550000112,CO-ED,男女,P.M.,下午,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,21915488,21915488,26653922,26653922,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,CHINESE YMCA KINDERGARTEN(P.M.),中華基督教青年會幼稚園(下午),KINDERGARTEN AT 2/F ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES,新界天水圍天悅邨服務設施大樓二樓幼稚園,114-0-2,114-0-2,22-27-44,22-27-44,818120.8,818120.8,835885.3,835885.3,541230000112,541230000112,CO-ED,男女,P.M.,下午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24452320,24452320,24452606,24452606,,,http://www.ymca.org.hk,http://www.ymca.org.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,MUSLIM COMMUNITY KINDERGARTEN (A.M.),穆斯林幼稚園(上午),G/F 40 OI KWAN ROAD WAN CHAI HONG KONG,香港灣仔愛群道40號地下,114-10-44,114-10-44,22-16-39,22-16-39,836473.7,836473.7,815400.6,815400.6,518247000111,518247000111,CO-ED,男女,A.M.,上午,WAN CHAI,灣仔區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,28910552,28910552,21160763,21160763,,,,,ISLAM,伊斯蘭教,
Kindergartens,幼稚園,HO SHUI KG SPONSORED BY SIK SIK YUEN (WHOLE DAY),嗇色園主辦可瑞幼稚園(全日),"G/F SHUI SING HOUSE, (BLOCK 5) TIN SHUI ESTATE TIN SHUI WAI, YUEN LONG NEW TERRITORIES",新界元朗天水圍天瑞邨瑞勝樓(第五座)地下,113-59-51,113-59-51,22-27-29,22-27-29,817819.5,817819.5,835401.7,835401.7,159050000113,159050000113,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24480368,24480368,24476247,24476247,,,http://www.hoshuikg.edu.hk,http://www.hoshuikg.edu.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教,
Kindergartens,幼稚園,ABERDEEN BAPTIST CHURCH PAK KWONG KG(P.M.),香港仔浸信會白光幼稚園(下午),EXTENSION BLOCK AT 11 ABERDEEN RESERVOIR ROAD ABERDEEN HONG KONG,香港香港仔水塘道十一號(擴建部份),114-9-22,114-9-22,22-15-0,22-15-0,834122.3,834122.3,812371.3,812371.3,523089000112,523089000112,CO-ED,男女,P.M.,下午,SOUTHERN,南區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25535750,25535750,28701972,28701972,,,http://www.pkkg.edu.hk/,http://www.pkkg.edu.hk/,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,TRUTH BAPTIST CHURCH GRACE KINDERGARTEN (A.M.),真理浸信會恩典幼稚園(上午),LEVEL 2 GREENWOOD GARDEN NO 7-11 SHA KOK STREET SHATIN NEW TERRITORIES,新界沙田沙角街7-11號翠華花園二樓,114-11-47,114-11-47,22-22-47,22-22-47,838267.6,838267.6,826714.7,826714.7,528811000111,528811000111,CO-ED,男女,A.M.,上午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26359433,26359433,26359277,26359277,,,http://www.truthbaptist.org.hk,http://www.truthbaptist.org.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,WEMBLEY INTERNATIONAL KINDERGARTEN,WEMBLEY INTERNATIONAL KINDERGARTEN,2/F TANG KUNG MANSION TAIKOO SHING SHAUKIWAN HONG KONG,香港太古城太古城道31號唐宮閣2樓,114-12-56,114-12-56,22-17-10,22-17-10,840240.4,840240.4,816351.2,816351.2,215635000111,215635000111,CO-ED,男女,A.M.,上午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25675454,25675454,28849098,28849098,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,SOUTHSIDE KINDERGARTEN (WHOLE DAY),SOUTHSIDE KINDERGARTEN (WHOLEDAY),"G203, THE REPULSE BAY 109 REPULSE BAY ROAD REPULSE BAY HONG KONG",香港淺水灣淺水灣道109號影灣園G203舖,114-11-45,114-11-45,22-14-22,22-14-22,838213.6,838213.6,811197.2,811197.2,533203000113,533203000113,CO-ED,男女,WHOLE DAY,全日,SOUTHERN,南區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,ZEBEDEE INTERNATIONAL KINDERGARTEN (A.M.),開心果國際幼稚園(上午),WING A & WING B G/F YAT WING HOUSE YAT NGA COURT TAI PO NEW TERRITORIES,新界大埔逸雅苑逸榮閣地下A翼及B翼,114-10-4,114-10-4,22-26-36,22-26-36,835333.1,835333.1,833757.6,833757.6,573973000111,573973000111,CO-ED,男女,A.M.,上午,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,2650 3339,2650 3339,2650 4449,2650 4449,,,http://www.zebedee.edu.hk,http://www.zebedee.edu.hk,,,
Kindergartens,幼稚園,SA TIN KA PING KINDERGARTEN(P.M.),救世軍田家炳幼稚園(下午),G/F 15 JAT MIN CHUEN STREET SHATIN NEW TERRITORIES,新界沙田乙明邨街15號地下,114-11-35,114-11-35,22-22-37,22-22-37,837921.4,837921.4,826400.8,826400.8,156973000112,156973000112,CO-ED,男女,P.M.,下午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26474227,26474227,26451869,26451869,,,http://www.salvation.org.hk/kindy,http://www.salvation.org.hk/kindy,PROTESTANTISM / CHRISTIANITY,基督教,
